check,reward,value
12 Kuzar Events Wizard Rod,Giant's Axe,1
12 Kuzar Events Wizard Rod,Glasses,1
12 Kuzar Events Wizard Rod,Gold Hairpin,1
12 Kuzar Events Wizard Rod,Golden Armor,1
12 Kuzar Events Wizard Rod,Golden Shield,1
12 Kuzar Events Wizard Rod,Hide,1
12 Kuzar Events Wizard Rod,Iron Helm,1
12 Kuzar Events Wizard Rod,Knife,1
12 Kuzar Events Wizard Rod,Kodachi,1
12 Kuzar Events Wizard Rod,Kunai,2
12 Kuzar Events Wizard Rod,Leather Shield,1
12 Kuzar Events Wizard Rod,Magus,1
12 Kuzar Events Wizard Rod,Maiden's Kiss,1
12 Kuzar Events Wizard Rod,Mimic,1
12 Kuzar Events Wizard Rod,Mirage Vest,1
12 Kuzar Events Wizard Rod,Mythril Glove,1
12 Kuzar Events Wizard Rod,Mythril Shield,1
12 Kuzar Events Wizard Rod,Mythril Spear,1
12 Kuzar Events Wizard Rod,Observe,1
12 Kuzar Events Wizard Rod,OmegaMedl,1
12 Kuzar Events Wizard Rod,Phoenix Down,1
12 Kuzar Events Wizard Rod,Plumed Hat,1
12 Kuzar Events Wizard Rod,Potion,1
12 Kuzar Events Wizard Rod,Pray,1
12 Kuzar Events Wizard Rod,Ramuh,2
12 Kuzar Events Wizard Rod,Red Lv.2,1
12 Kuzar Events Wizard Rod,Red Lv.3,2
12 Kuzar Events Wizard Rod,Rod,2
12 Kuzar Events Wizard Rod,Sage's Staff,1
12 Kuzar Events Wizard Rod,Silver Armlet,1
12 Kuzar Events Wizard Rod,Spear,1
12 Kuzar Events Wizard Rod,Tame,1
12 Kuzar Events Wizard Rod,Thunder Scroll,1
12 Kuzar Events Wizard Rod,Tiger Mask,1
12 Kuzar Events Wizard Rod,White Robe,1
12 Kuzar Events Wizard Rod,Wizard Rod,1
12 Kuzar Events Yoichi Bow,Air Blade,1
12 Kuzar Events Yoichi Bow,Ancient Sword,1
12 Kuzar Events Yoichi Bow,Angel Gwn,1
12 Kuzar Events Yoichi Bow,Bandana,3
12 Kuzar Events Yoichi Bow,Battle Axe,1
12 Kuzar Events Yoichi Bow,Bone Mail,1
12 Kuzar Events Yoichi Bow,Broadsword,2
12 Kuzar Events Yoichi Bow,BuildUp,1
12 Kuzar Events Yoichi Bow,Coral Sword,1
12 Kuzar Events Yoichi Bow,Cover,1
12 Kuzar Events Yoichi Bow,Crystal Shield,1
12 Kuzar Events Yoichi Bow,Dagger,1
12 Kuzar Events Yoichi Bow,Dance,1
12 Kuzar Events Yoichi Bow,DarkSuit,1
12 Kuzar Events Yoichi Bow,DblLance,1
12 Kuzar Events Yoichi Bow,Defender Sword,1
12 Kuzar Events Yoichi Bow,DiamndPlt,1
12 Kuzar Events Yoichi Bow,Diamond Shield,1
12 Kuzar Events Yoichi Bow,Dragoon Lance,1
12 Kuzar Events Yoichi Bow,Dream Harp,1
12 Kuzar Events Yoichi Bow,DrgnCrest,1
12 Kuzar Events Yoichi Bow,Enhancer,1
12 Kuzar Events Yoichi Bow,Equip Spears,1
12 Kuzar Events Yoichi Bow,Equip Whips,1
12 Kuzar Events Yoichi Bow,Flail,1
12 Kuzar Events Yoichi Bow,Flame Whip,1
12 Kuzar Events Yoichi Bow,Giyaman,1
12 Kuzar Events Yoichi Bow,Golden Armor,1
12 Kuzar Events Yoichi Bow,Hero Drink,1
12 Kuzar Events Yoichi Bow,Ice Shield,1
12 Kuzar Events Yoichi Bow,IceBrand,2
12 Kuzar Events Yoichi Bow,Judgement Staff,1
12 Kuzar Events Yoichi Bow,Kotetsu,1
12 Kuzar Events Yoichi Bow,Leather Shoes,1
12 Kuzar Events Yoichi Bow,ManEater,1
12 Kuzar Events Yoichi Bow,Mantra,2
12 Kuzar Events Yoichi Bow,Morning Star,1
12 Kuzar Events Yoichi Bow,Mythril Hammer,1
12 Kuzar Events Yoichi Bow,Partisan,1
12 Kuzar Events Yoichi Bow,Phoenix Down,2
12 Kuzar Events Yoichi Bow,Protect Drink,1
12 Kuzar Events Yoichi Bow,Red Lv.1,1
12 Kuzar Events Yoichi Bow,RegalCut,1
12 Kuzar Events Yoichi Bow,Revivify,1
12 Kuzar Events Yoichi Bow,Ribbon,1
12 Kuzar Events Yoichi Bow,RisingSun,1
12 Kuzar Events Yoichi Bow,Rune Axe,1
12 Kuzar Events Yoichi Bow,Rune Chime,1
12 Kuzar Events Yoichi Bow,Sage's Staff,1
12 Kuzar Events Yoichi Bow,Sing,2
12 Kuzar Events Yoichi Bow,Staff of Light,1
12 Kuzar Events Yoichi Bow,Steal,1
12 Kuzar Events Yoichi Bow,Thor Hammer,1
12 Kuzar Events Yoichi Bow,Throw,1
12 Kuzar Events Yoichi Bow,Thunder Rod,1
12 Kuzar Events Yoichi Bow,Training Suit,1
12 Kuzar Events Yoichi Bow,Whip,1
12 Kuzar Events Yoichi Bow,Wind Spear,1
"5 potions in Wind Shrine, bottom left guy Potion",Agility,1
"5 potions in Wind Shrine, bottom left guy Potion",Air Lance,1
"5 potions in Wind Shrine, bottom left guy Potion",Angel Gwn,1
"5 potions in Wind Shrine, bottom left guy Potion",Antidote,1
"5 potions in Wind Shrine, bottom left guy Potion",Artemis Bow,1
"5 potions in Wind Shrine, bottom left guy Potion",Avis Killer,1
"5 potions in Wind Shrine, bottom left guy Potion",Bard's Surplice,1
"5 potions in Wind Shrine, bottom left guy Potion",Berserk,1
"5 potions in Wind Shrine, bottom left guy Potion",Bone Mail,1
"5 potions in Wind Shrine, bottom left guy Potion",Bronze Shield,1
"5 potions in Wind Shrine, bottom left guy Potion",Capture,1
"5 potions in Wind Shrine, bottom left guy Potion",Catch,1
"5 potions in Wind Shrine, bottom left guy Potion",Chicken Knife,1
"5 potions in Wind Shrine, bottom left guy Potion",CopperPlt,1
"5 potions in Wind Shrine, bottom left guy Potion",Coral Ring,1
"5 potions in Wind Shrine, bottom left guy Potion",Coral Sword,1
"5 potions in Wind Shrine, bottom left guy Potion",Cotton Robe,1
"5 potions in Wind Shrine, bottom left guy Potion",Crystal Helm,1
"5 potions in Wind Shrine, bottom left guy Potion",Dance,1
"5 potions in Wind Shrine, bottom left guy Potion",DblLance,1
"5 potions in Wind Shrine, bottom left guy Potion",Elixir,1
"5 potions in Wind Shrine, bottom left guy Potion",Equip Armors,1
"5 potions in Wind Shrine, bottom left guy Potion",Equip Shield,1
"5 potions in Wind Shrine, bottom left guy Potion",Equip Whips,1
"5 potions in Wind Shrine, bottom left guy Potion",Escape,1
"5 potions in Wind Shrine, bottom left guy Potion",Fire Rod,2
"5 potions in Wind Shrine, bottom left guy Potion",Flail,1
"5 potions in Wind Shrine, bottom left guy Potion",Flame Whip,1
"5 potions in Wind Shrine, bottom left guy Potion",Forged,1
"5 potions in Wind Shrine, bottom left guy Potion",Full Moon,2
"5 potions in Wind Shrine, bottom left guy Potion",Genji Gloves,1
"5 potions in Wind Shrine, bottom left guy Potion",Golden Armor,1
"5 potions in Wind Shrine, bottom left guy Potion",Golden Shield,1
"5 potions in Wind Shrine, bottom left guy Potion",GrnBeret,1
"5 potions in Wind Shrine, bottom left guy Potion",Guardian,1
"5 potions in Wind Shrine, bottom left guy Potion",Ice Shield,1
"5 potions in Wind Shrine, bottom left guy Potion",Jump,1
"5 potions in Wind Shrine, bottom left guy Potion",Lillith Rod,1
"5 potions in Wind Shrine, bottom left guy Potion",Magus,2
"5 potions in Wind Shrine, bottom left guy Potion",Maiden's Kiss,2
"5 potions in Wind Shrine, bottom left guy Potion",Mythril Armor,1
"5 potions in Wind Shrine, bottom left guy Potion",Mythril Glove,1
"5 potions in Wind Shrine, bottom left guy Potion",Mythril Helm,1
"5 potions in Wind Shrine, bottom left guy Potion",Mythril Staff,1
"5 potions in Wind Shrine, bottom left guy Potion",Partisan,1
"5 potions in Wind Shrine, bottom left guy Potion",Phoenix Down,1
"5 potions in Wind Shrine, bottom left guy Potion",Pinwheel,1
"5 potions in Wind Shrine, bottom left guy Potion",Power Wrist,1
"5 potions in Wind Shrine, bottom left guy Potion",Red Lv.1,1
"5 potions in Wind Shrine, bottom left guy Potion",Revivify,1
"5 potions in Wind Shrine, bottom left guy Potion",Shuriken,2
"5 potions in Wind Shrine, bottom left guy Potion",Silver Plate,1
"5 potions in Wind Shrine, bottom left guy Potion",Soot,1
"5 potions in Wind Shrine, bottom left guy Potion",Staff of Light,2
"5 potions in Wind Shrine, bottom left guy Potion",Steal,1
"5 potions in Wind Shrine, bottom left guy Potion",Stealth Suit,1
"5 potions in Wind Shrine, bottom left guy Potion",Tiger Mask,1
"5 potions in Wind Shrine, bottom left guy Potion",Venom Rod,2
"5 potions in Wind Shrine, bottom left guy Potion",War Hammer,1
"5 potions in Wind Shrine, bottom left guy Potion",Wizard Rod,1
"8 potions, Pirate after Torna Canal Key acquired Potion",2-Handed,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Air Blade,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Ancient Sword,3
"8 potions, Pirate after Torna Canal Key acquired Potion",Antidote,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Bandana,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Broadsword,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Bronze Armor,2
"8 potions, Pirate after Torna Canal Key acquired Potion",Bronze Helm,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Chain Whip,2
"8 potions, Pirate after Torna Canal Key acquired Potion",Circlet,2
"8 potions, Pirate after Torna Canal Key acquired Potion",Conjure,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Cotton Robe,3
"8 potions, Pirate after Torna Canal Key acquired Potion",Dagger,1
"8 potions, Pirate after Torna Canal Key acquired Potion",DarkSuit,1
"8 potions, Pirate after Torna Canal Key acquired Potion",DrgnSwd,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Equip Bows,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Flail,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Flame Scroll,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Forged,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Gaia Gear,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Giant's Axe,2
"8 potions, Pirate after Torna Canal Key acquired Potion",Giyaman,2
"8 potions, Pirate after Torna Canal Key acquired Potion",Hero Drink,1
"8 potions, Pirate after Torna Canal Key acquired Potion",HiPotion,1
"8 potions, Pirate after Torna Canal Key acquired Potion",IceBrand,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Javelin,2
"8 potions, Pirate after Torna Canal Key acquired Potion",Knife,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Leather Armor,3
"8 potions, Pirate after Torna Canal Key acquired Potion",Leather Cap,2
"8 potions, Pirate after Torna Canal Key acquired Potion",Leather Shield,1
"8 potions, Pirate after Torna Canal Key acquired Potion",LuckMallet,2
"8 potions, Pirate after Torna Canal Key acquired Potion",Lumina Robe,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Magus,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Mythril Armor,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Mythril Glove,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Mythril Knife,2
"8 potions, Pirate after Torna Canal Key acquired Potion",Mythril Shield,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Mythril Staff,1
"8 potions, Pirate after Torna Canal Key acquired Potion",OmegaMedl,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Potion,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Power Drink,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Red Lv.1,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Red Lv.2,1
"8 potions, Pirate after Torna Canal Key acquired Potion",RegalCut,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Revivify,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Shuriken,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Silk robe,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Spear,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Staff,4
"8 potions, Pirate after Torna Canal Key acquired Potion",Tent,2
"8 potions, Pirate after Torna Canal Key acquired Potion",Thunder Rod,1
"8 potions, Pirate after Torna Canal Key acquired Potion",Tricorn Hat,3
"8 potions, Pirate after Torna Canal Key acquired Potion",Water Scroll,2
"8 potions, Pirate after Torna Canal Key acquired Potion",Wind Spear,1
Abductor New,Angel Ring,3
Abductor New,Artemis Bow,1
Abductor New,Avis Killer,1
Abductor New,Coral Ring,1
Abductor New,CornaJar,2
Abductor New,Crystal Armor,2
Abductor New,Crystal Shield,1
Abductor New,DarkSuit,1
Abductor New,Defender Sword,1
Abductor New,Diamond Shield,1
Abductor New,Earth Hammer,1
Abductor New,Elf Cape,1
Abductor New,Excailbur,1
Abductor New,Excalibur,1
Abductor New,Flame Ring,1
Abductor New,Genji Armor,1
Abductor New,Genji Shield,2
Abductor New,Holy Lance,2
Abductor New,Judgement Staff,1
Abductor New,Magic Lamp,1
Abductor New,Masamune,3
Abductor New,Mirage Vest,1
Abductor New,Murasume,1
Abductor New,Ribbon,1
Abductor New,Rune Axe,2
Abductor New,Running Shoes,2
Abductor New,Sasuke,3
Abductor New,Tempest,1
Abductor New,Tinkerbell,3
Abductor New,Wizard Rod,2
Abductor New,Yoichi Bow,2
AdamanTiMi New,Coral Ring,3
AdamanTiMi New,CornaJar,1
AdamanTiMi New,Crystal Helm,1
AdamanTiMi New,Crystal Shield,1
AdamanTiMi New,DblLance,3
AdamanTiMi New,Defender Sword,1
AdamanTiMi New,DiamndPlt,2
AdamanTiMi New,Dragon's Whisker,1
AdamanTiMi New,Earth Hammer,2
AdamanTiMi New,Flame Ring,2
AdamanTiMi New,Genji Armor,2
AdamanTiMi New,Genji Gloves,2
AdamanTiMi New,Genji Helm,3
AdamanTiMi New,Gold Hairpin,5
AdamanTiMi New,Holy Lance,2
AdamanTiMi New,Judgement Staff,2
AdamanTiMi New,Masamune,3
AdamanTiMi New,Ribbon,1
AdamanTiMi New,Rune Axe,2
AdamanTiMi New,Running Shoes,2
AdamanTiMi New,Tempest,2
AdamanTiMi New,Thor Hammer,1
Aegis Shield Chest Aegis Shield,Aegis Shield,21
Aegis Shield Chest Aegis Shield,Agility,2
Aegis Shield Chest Aegis Shield,Air Blade,1
Aegis Shield Chest Aegis Shield,Angel Gwn,1
Aegis Shield Chest Aegis Shield,Apollo's Harp,1
Aegis Shield Chest Aegis Shield,Avis Killer,1
Aegis Shield Chest Aegis Shield,Barrier,3
Aegis Shield Chest Aegis Shield,Broadsword,1
Aegis Shield Chest Aegis Shield,Cabin,1
Aegis Shield Chest Aegis Shield,Capture,1
Aegis Shield Chest Aegis Shield,Chicken Knife,1
Aegis Shield Chest Aegis Shield,Combine,1
Aegis Shield Chest Aegis Shield,Coral Ring,2
Aegis Shield Chest Aegis Shield,Crystal Armor,1
Aegis Shield Chest Aegis Shield,DarkSuit,1
Aegis Shield Chest Aegis Shield,Diamond Shield,2
Aegis Shield Chest Aegis Shield,Equip Bows,1
Aegis Shield Chest Aegis Shield,Flame Scroll,1
Aegis Shield Chest Aegis Shield,Full Moon,1
Aegis Shield Chest Aegis Shield,Gale Bow,1
Aegis Shield Chest Aegis Shield,Gold Hairpin,1
Aegis Shield Chest Aegis Shield,Golden Armor,1
Aegis Shield Chest Aegis Shield,Ice Rod,2
Aegis Shield Chest Aegis Shield,Iron Armor,1
Aegis Shield Chest Aegis Shield,Judgement Staff,1
Aegis Shield Chest Aegis Shield,Katana,1
Aegis Shield Chest Aegis Shield,Kick,1
Aegis Shield Chest Aegis Shield,Leather Cap,1
Aegis Shield Chest Aegis Shield,Morning Star,1
Aegis Shield Chest Aegis Shield,Mythril Knife,1
Aegis Shield Chest Aegis Shield,Mythril Spear,1
Aegis Shield Chest Aegis Shield,Mythril Staff,1
Aegis Shield Chest Aegis Shield,Phoenix Down,1
Aegis Shield Chest Aegis Shield,Plumed Hat,1
Aegis Shield Chest Aegis Shield,RegalCut,2
Aegis Shield Chest Aegis Shield,Rune Axe,1
Aegis Shield Chest Aegis Shield,Shoat,2
Aegis Shield Chest Aegis Shield,Staff,1
Aegis Shield Chest Aegis Shield,Tempest,1
Aegis Shield Chest Aegis Shield,Thor Hammer,1
Aegis Shield Chest Aegis Shield,Tiger Mask,1
Aegis Shield Chest Aegis Shield,Tinkerbell,1
Aegis Shield Chest Aegis Shield,Trident,1
Aegis Shield Chest Aegis Shield,Whip,1
Ancient Library Chest Ether,Air Blade,1
Ancient Library Chest Ether,Angel Ring,1
Ancient Library Chest Ether,Apollo's Harp,1
Ancient Library Chest Ether,Artemis Bow,1
Ancient Library Chest Ether,Avis Killer,1
Ancient Library Chest Ether,Bard's Surplice,1
Ancient Library Chest Ether,Caution,1
Ancient Library Chest Ether,DoomCut,1
Ancient Library Chest Ether,Dream Harp,2
Ancient Library Chest Ether,DrgnSwd,1
Ancient Library Chest Ether,Drink,1
Ancient Library Chest Ether,Epee Sword,2
Ancient Library Chest Ether,Equip Harps,1
Ancient Library Chest Ether,Equip Katana,1
Ancient Library Chest Ether,Equip Rods,1
Ancient Library Chest Ether,Equip Whips,1
Ancient Library Chest Ether,Eyedrop,1
Ancient Library Chest Ether,Fire Bow,1
Ancient Library Chest Ether,Flame Scroll,1
Ancient Library Chest Ether,Flame Whip,1
Ancient Library Chest Ether,Flirt,1
Ancient Library Chest Ether,Gale Bow,1
Ancient Library Chest Ether,Genji Armor,1
Ancient Library Chest Ether,Giant's Gloves,1
Ancient Library Chest Ether,Golden Helm,2
Ancient Library Chest Ether,Golden Shield,1
Ancient Library Chest Ether,Guardian,1
Ancient Library Chest Ether,Healing Staff,1
Ancient Library Chest Ether,Holy Lance,1
Ancient Library Chest Ether,Ice Shield,1
Ancient Library Chest Ether,Jump,1
Ancient Library Chest Ether,Kick,2
Ancient Library Chest Ether,Lamia's Harp,1
Ancient Library Chest Ether,Leather Shield,1
Ancient Library Chest Ether,Lillith Rod,1
Ancient Library Chest Ether,Magus,1
Ancient Library Chest Ether,Mantra,1
Ancient Library Chest Ether,Murasume,1
Ancient Library Chest Ether,Mythril Spear,1
Ancient Library Chest Ether,Mythril Sword,1
Ancient Library Chest Ether,Orialcon,1
Ancient Library Chest Ether,Preemptive,1
Ancient Library Chest Ether,Ribbon,1
Ancient Library Chest Ether,Rod,1
Ancient Library Chest Ether,Silver Harp,1
Ancient Library Chest Ether,Silver Plate,1
Ancient Library Chest Ether,Spear,1
Ancient Library Chest Ether,Thor Hammer,1
Ancient Library Chest Ether,Thunder Whip,1
Ancient Library Chest Ether,War Hammer,1
Ancient Library Chest Ether,Water Scroll,1
Ancient Library Chest Ether,Wizard Rod,1
Ancient Library Chest Phoenix Down,Agility,2
Ancient Library Chest Phoenix Down,Bard's Surplice,1
Ancient Library Chest Phoenix Down,Barrier,1
Ancient Library Chest Phoenix Down,Battle Axe,2
Ancient Library Chest Phoenix Down,Bronze Shield,1
Ancient Library Chest Phoenix Down,Caution,1
Ancient Library Chest Phoenix Down,Chain Whip,1
Ancient Library Chest Phoenix Down,Combine,1
Ancient Library Chest Phoenix Down,Conjure,1
Ancient Library Chest Phoenix Down,Coral Ring,1
Ancient Library Chest Phoenix Down,Coral Sword,1
Ancient Library Chest Phoenix Down,Coronet,1
Ancient Library Chest Phoenix Down,Crystal Armor,1
Ancient Library Chest Phoenix Down,Crystal Helm,1
Ancient Library Chest Phoenix Down,Cursed Shield,1
Ancient Library Chest Phoenix Down,Dance,1
Ancient Library Chest Phoenix Down,Diamond Helm,1
Ancient Library Chest Phoenix Down,Diamond Shield,1
Ancient Library Chest Phoenix Down,DragonFang,2
Ancient Library Chest Phoenix Down,DrgnSwd,1
Ancient Library Chest Phoenix Down,Earth Hammer,1
Ancient Library Chest Phoenix Down,Equip Katana,1
Ancient Library Chest Phoenix Down,Equip Spears,1
Ancient Library Chest Phoenix Down,Ether,1
Ancient Library Chest Phoenix Down,Excalibur,1
Ancient Library Chest Phoenix Down,Fire Bow,1
Ancient Library Chest Phoenix Down,Flail,1
Ancient Library Chest Phoenix Down,Flame Shield,1
Ancient Library Chest Phoenix Down,Full Moon,1
Ancient Library Chest Phoenix Down,Gale Bow,2
Ancient Library Chest Phoenix Down,Genji Armor,2
Ancient Library Chest Phoenix Down,GilToss,1
Ancient Library Chest Phoenix Down,Giyaman,1
Ancient Library Chest Phoenix Down,Healing Staff,1
Ancient Library Chest Phoenix Down,Holy Lance,1
Ancient Library Chest Phoenix Down,Ice Rod,2
Ancient Library Chest Phoenix Down,LuckMallet,1
Ancient Library Chest Phoenix Down,ManEater,1
Ancient Library Chest Phoenix Down,Mimic,1
Ancient Library Chest Phoenix Down,Mythril Glove,1
Ancient Library Chest Phoenix Down,Mythril Helm,2
Ancient Library Chest Phoenix Down,Mythril Sword,1
Ancient Library Chest Phoenix Down,Orialcon,1
Ancient Library Chest Phoenix Down,Plumed Hat,1
Ancient Library Chest Phoenix Down,Ramuh,2
Ancient Library Chest Phoenix Down,Red Lv.3,1
Ancient Library Chest Phoenix Down,Rune Chime,1
Ancient Library Chest Phoenix Down,Shoat,4
Ancient Library Chest Phoenix Down,Sing,1
Ancient Library Chest Phoenix Down,Smoke,1
Ancient Library Chest Phoenix Down,Spear,1
Ancient Library Chest Phoenix Down,Speed Drink,1
Ancient Library Chest Phoenix Down,Steal,1
Ancient Library Chest Phoenix Down,Thor Hammer,1
Ancient Library Chest Phoenix Down,White Robe,1
Ancient Library Chest Stealth Suit,Aegis Shield,1
Ancient Library Chest Stealth Suit,Agility,1
Ancient Library Chest Stealth Suit,Air Blade,2
Ancient Library Chest Stealth Suit,Air Lance,2
Ancient Library Chest Stealth Suit,Ancient Sword,1
Ancient Library Chest Stealth Suit,Artemis Bow,1
Ancient Library Chest Stealth Suit,Assassin,1
Ancient Library Chest Stealth Suit,Bard's Surplice,1
Ancient Library Chest Stealth Suit,Bizen,1
Ancient Library Chest Stealth Suit,Blue,1
Ancient Library Chest Stealth Suit,Coral Ring,1
Ancient Library Chest Stealth Suit,Coronet,1
Ancient Library Chest Stealth Suit,Cotton Robe,2
Ancient Library Chest Stealth Suit,Counter,1
Ancient Library Chest Stealth Suit,Cover,1
Ancient Library Chest Stealth Suit,Dancing Dagger,1
Ancient Library Chest Stealth Suit,DarkHood,1
Ancient Library Chest Stealth Suit,DarkSuit,1
Ancient Library Chest Stealth Suit,Darkness Bow,1
Ancient Library Chest Stealth Suit,Diamond Helm,1
Ancient Library Chest Stealth Suit,Earth Hammer,1
Ancient Library Chest Stealth Suit,Elixir,1
Ancient Library Chest Stealth Suit,Equip Ribbon,1
Ancient Library Chest Stealth Suit,Equip Shield,1
Ancient Library Chest Stealth Suit,Ether,1
Ancient Library Chest Stealth Suit,Flame Whip,1
Ancient Library Chest Stealth Suit,Gauntlets,1
Ancient Library Chest Stealth Suit,Genji Armor,1
Ancient Library Chest Stealth Suit,Genji Shield,1
Ancient Library Chest Stealth Suit,Glasses,1
Ancient Library Chest Stealth Suit,GrnBeret,1
Ancient Library Chest Stealth Suit,Iron Armor,1
Ancient Library Chest Stealth Suit,Iron Helm,1
Ancient Library Chest Stealth Suit,Javelin,1
Ancient Library Chest Stealth Suit,Kodachi,1
Ancient Library Chest Stealth Suit,Lamia's Harp,1
Ancient Library Chest Stealth Suit,Leather Cap,1
Ancient Library Chest Stealth Suit,Leather Shoes,1
Ancient Library Chest Stealth Suit,Maiden's Kiss,1
Ancient Library Chest Stealth Suit,Masamune,1
Ancient Library Chest Stealth Suit,Morning Star,1
Ancient Library Chest Stealth Suit,Ogre Killer,1
Ancient Library Chest Stealth Suit,Preemptive,1
Ancient Library Chest Stealth Suit,Protect Drink,1
Ancient Library Chest Stealth Suit,Red Lv.3,1
Ancient Library Chest Stealth Suit,Revive,1
Ancient Library Chest Stealth Suit,Revivify,1
Ancient Library Chest Stealth Suit,Ribbon,1
Ancient Library Chest Stealth Suit,RisingSun,1
Ancient Library Chest Stealth Suit,Rune Axe,1
Ancient Library Chest Stealth Suit,Sage's Staff,1
Ancient Library Chest Stealth Suit,Shoat,2
Ancient Library Chest Stealth Suit,Speed Drink,1
Ancient Library Chest Stealth Suit,Steal,2
Ancient Library Chest Stealth Suit,Stealth Suit,1
Ancient Library Chest Stealth Suit,Tiger Mask,2
Ancient Library Chest Stealth Suit,Training Suit,1
Ancient Library Chest Stealth Suit,Venom Rod,1
Ancient Library Chest Stealth Suit,Wall Ring,1
Ancient Library Chest Stealth Suit,Yoichi Bow,1
Antlion New,AntiMagic Bow,2
Antlion New,Artemis Bow,2
Antlion New,Avis Killer,2
Antlion New,Coral Ring,1
Antlion New,CornaJar,2
Antlion New,Crystal Armor,1
Antlion New,Crystal Helm,4
Antlion New,Crystal Shield,2
Antlion New,DarkSuit,1
Antlion New,DiamndPlt,1
Antlion New,DoomCut,1
Antlion New,Dragon's Whisker,1
Antlion New,Earth Hammer,3
Antlion New,Elf Cape,1
Antlion New,Enhancer,3
Antlion New,Excailbur,1
Antlion New,Excalibur,4
