,check,reward,mib,seed
286,Rift (Castle) Chest Rainbow Dress,2000 gil,,6406261
287,Rift (Castle) Chest ManEater,Cursed Ring,,6406261
288,The Void Chest Pinwheel,Bronze Armor,,6406261
289,The Void Chest Elixir,TurtleShell,,6406261
290,The Void Chest Ragnarok,Genji Helm,MIB,6406261
291,Byblos New,Enhancer,,6406261
292,Karlabos New,Tempest,,6406261
293,Siren New,Dragon's Whisker,,6406261
294,Galura New,Mirage Vest,,6406261
295,LiquiFlame New,Assassin,,6406261
296,AdamanTiMi New,Gold Hairpin,,6406261
297,Chim.Brain New,Tinkerbell,,6406261
298,Puroboros New,DiamndPlt,,6406261
299,Titan New,Flame Ring,,6406261
300,Gilgamesh 2 New,Avis Killer,,6406261
301,Tyrasaurus New,CornaJar,,6406261
302,HiryuuPlant New,Rune Axe,,6406261
303,Carbunkle New,Dragon's Whisker,,6406261
304,"Triton, Neregeid & Phobos New",Assassin,,6406261
305,Minotauros New,Magic Lamp,,6406261
306,Leviathan New,CornaJar,,6406261
307,Stalker New,DiamndPlt,,6406261
308,Ifrit New,DoomCut,,6406261
0,Wind Crystal Knight,Tricorn Hat,,4975490
1,Wind Crystal BlueMage,Mythril Helm,,4975490
2,Wind Crystal BlackMage,Kaiser Knuckles,,4975490
3,Wind Crystal WhiteMage,Life->Life2,,4975490
4,Wind Crystal Monk,Ice Black Magic Progressive,,4975490
5,Wind Crystal Thief,Trident,,4975490
6,Fire Crystal Mediator,White Ability Progressive,,4975490
7,Fire Crystal Geomancer,CopperPlt,,4975490
8,Fire Crystal Ninja,Angel Ring,,4975490
9,Black Choco Crystals Bard,MysticKnight Job Crystal,,4975490
10,Black Choco Crystals Hunter,Sleep->Bio->Flare Sword,,4975490
11,Earth Crystal Samurai,Red1->Red2->Red3->X-Magic,,4975490
12,Earth Crystal Dragoon,Venom Axe,,4975490
13,Earth Crystal Chemist,Mute->Psych->Holy Sword,,4975490
14,Earth Crystal Dancer,Bolt Black Magic Progressive,,4975490
15,Leviathan Esper Levia,MP +X%,,4975490
16,Titan Titan,Running Shoes,,4975490
17,Carbuncle Crbnkl,RisingSun,,4975490
18,Syldra Syldra,Power->Vitality Song,,4975490
19,Odin Odin,Black Robe,,4975490
20,Phoenix Phenix,Tent,,4975490
21,Bahamut Bahmut,BlackMage Job Crystal,,4975490
22,Life (or Strength) Song from Crescent Town bard Vitality,Red1->Red2->Red3->X-Magic,,4975490
23,Temptation Song at Lix Charm,Tent,,4975490
24,Love Song at Istory Love,Blue,,4975490
25,Requiem Song at Kelb Requiem,Berserk,,4975490
26,Speed Song at Surgate Speed,RedMage Job Crystal,,4975490
27,Magic Song at Ancient Library Magic,Fire Sword Magic Progressive,,4975490
28,Power Song from Crescent Town Power,Thunder Rod,,4975490
29,Hero Song from Crescent Town Hero,Toad->Bio->Flare,,4975490
30,"Fork Tower, two Magics Holy",Healing Staff,,4975490
31,"Fork Tower, two Magics Flare",Equip Armors,,4975490
32,Meteo Meteo,TimeMage Job Crystal,,4975490
33,"5 potions in Wind Shrine, bottom left guy Potion",Cotton Robe,,4975490
34,"8 potions, Pirate after Torna Canal Key acquired Potion",Remora->Shoat->Levia,,4975490
35,Chancellor at Tycoon Healing Staff,Caution,,4975490
36,Magisa & Forza Mythril Helm,Diamond Armlet,,4975490
37,CornaJar at Kelb CornaJar,Steal,,4975490
38,Ribbon from girl in Rugor Ribbon,Soot,,4975490
39,Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Masamune,,4975490
40,12 Kuzar Events Assassin,Summon Ability Progressive,,4975490
41,12 Kuzar Events Apollo's Harp,Barrier,,4975490
42,12 Kuzar Events Excalibur,Dimen Ability Progressive,,4975490
43,12 Kuzar Events Flame Whip,Tame,,4975490
44,12 Kuzar Events Earth Bell,Avis Killer,,4975490
45,12 Kuzar Events Holy Lance,White Ability Progressive,,4975490
46,12 Kuzar Events Masamune,Vampire->MindBlst->WhiteWind,,4975490
47,12 Kuzar Events Wizard Rod,????->Fusion->Exploder->DrkShock,,4975490
48,12 Kuzar Events Rune Axe,Katana,,4975490
49,12 Kuzar Events Sage's Staff,Armor->Shell->Wall->Dispel,,4975490
50,12 Kuzar Events Sasuke,Murasume,,4975490
51,12 Kuzar Events Yoichi Bow,Void->Demi->Qrter->Old,,4975490
52,Shiva Shiva,Whip,,4975490
53,Ifrit Ifrit,Control,,4975490
54,Water Crystal Samurai,Terrain,,4975490
55,Water Crystal Berserker,Mute->Psych->Holy Sword,,4975490
56,Water Crystal MysticKnight,Excailbur,,4975490
57,Water Crystal TimeMage,Haste->Exit->Hast2->Quick,,4975490
58,Water Crystal Summoner,????->Fusion->Exploder->DrkShock,,4975490
59,Brave Blade Brave Blade,Silk robe,,4975490
60,Chicken Knife Chicken Knife,Condemn->Roulette->AquaRake,,4975490
61,Tycoon Castle Cabin Cabin,Sleep->Psych->Doom,,4975490
62,Walse Tower Chest GoGo,Ether,,4975490
63,Pyramid Top Pyramid Tablet,DmgFloor,,4975490
64,Toad Event Toad,Black Robe,,4975490
65,Aegis Shield Chest Aegis Shield,MP +X%,,4975490
66,Lone Wolf Barrel Cabin,L4Qrter->L3Flare->L2Old->L5Doom,,4975490
67,Lone Wolf Chest Thunder Whip,Summoner Job Crystal,,4975490
68,Moat Item Epee,Power Drink,,4975490
69,Shop Backdoor Lamia Harp,Giant Drink,,4975490
70,Top of the Falls Magic Lamp,Strength,,4975490
71,Wind Shrine Chest Broadsword,Dimen Ability Progressive,,4975490
72,Beginner's House Chest Ether,Mythril Knife,,4975490
73,Beginner's House Chest 100,Fire Bow,,4975490
74,Beginner's House Chest Potion,Elixir,,4975490
75,Beginner's House Chest Phoenix Down,Air Blade,MIB,4975490
76,Beginner's House Chest Tent,BuildUp,,4975490
77,Beginner's House Chest Leather Shoes,Genji Shield,,4975490
78,Pirate's Cave Chest Leather Cap,8000 gil,,4975490
79,Pirate's Cave Chest Tent,Power Drink,,4975490
80,Pirate's Cave Chest Ether,Ice Black Magic Progressive,,4975490
81,Pirate's Cave Chest 300,Flametongue,,4975490
82,Wind Shrine Chest Tent,HiPotion,,4975490
83,Wind Shrine Chest Leather Cap,Ice Bow,,4975490
84,Wind Shrine Chest Staff,4400 gil,,4975490
85,Tule Barrel 150,Sleep->Bio->Flare Sword,,4975490
86,Tule Box Leather Shoes,Phoenix Down,,4975490
87,Tule Barrel Potion,Gale Bow,,4975490
88,Tule Box Tent,18000 gil,,4975490
89,Tule Bush Phoenix Down,Mute->Size->Bersk,,4975490
90,Ship Graveyard Chest Flail,Equip Spears,,4975490
91,Ship Graveyard Chest Phoenix Down,Mute->Size->Bersk,,4975490
92,Ship Graveyard Chest Tent,Coral Ring,,4975490
93,Ship Graveyard Box 990,Hunter Job Crystal,,4975490
94,Ship Graveyard Chest Potion,Black Ability Progressive,,4975490
95,Ship Graveyard Chest Antidote,20000 gil,,4975490
96,Carwen Barrel Antidote,10000 gil,,4975490
97,Carwen Box Ice Rod,Ice Rod,,4975490
98,Carwen Pot 1000,Thor Hammer,,4975490
99,North Mountain Chest Soft,100 gil,,4975490
100,North Mountain Chest Phoenix Down,2500 gil,,4975490
101,Walse Town Pot Glasses,Bard Job Crystal,,4975490
102,Tycoon Castle Pot Hi-Potion,Air Blade,,4975490
103,Tycoon Castle Pot Ether,Knight Job Crystal,,4975490
104,Tycoon Castle Barrel Elixir,Elixir,,4975490
105,Tycoon Castle Barrel Phoenix Down,Cure White Magic Progressive,,4975490
106,Tycoon Castle Barrel Cabin,Void->Demi->Qrter->Old,,4975490
107,Tycoon Castle Pot Elixir,Scan->Charm->Holy,,4975490
108,Tycoon Castle Pot Phoenix Down,5000 gil,,4975490
109,Tycoon Castle Pot Maiden's Kiss,9000 gil,,4975490
110,Tycoon Castle Chest Shuriken,CopperPlt,,4975490
111,Tycoon Castle Chest Giyaman,Ogre Killer,,4975490
112,Tycoon Castle Chest Katana,Haste->Exit->Hast2->Quick,,4975490
113,Walse Castle Chest Elf Cape,Mythril Helm,,4975490
114,Walse Castle Pot 1000,Shuriken,,4975490
115,Walse Castle Pot Drag,Shiva->Ramuh->Ifrit->Bahmut,,4975490
116,Walse Castle Box 490,Staff of Light,,4975490
117,Walse Castle Barrel Tent,Partisan,,4975490
118,Walse Castle Barrel Phoenix Down,12000 gil,,4975490
119,Walse Tower Chest Silk robe,Dancer Job Crystal,,4975490
120,Walse Tower Chest Maiden's Kiss,Diamond Shield,,4975490
121,Walse Tower Chest Silver Armlet,Speed Drink,,4975490
122,Walse Tower Chest Ether,Tricorn Hat,,4975490
123,Tycoon Meteor Chest Phoenix Down,Phoenix Down,,4975490
124,Karnak Castle Chest Gungnir,Yoichi Bow,MIB,4975490
125,Karnak Castle Chest Thunder Scroll,Mythril Staff,MIB,4975490
126,Karnak Castle Chest 2000,Dragon's Whisker,MIB,4975490
127,Karnak Castle Chest Elixir,BeastKiller,MIB,4975490
128,Karnak Castle Chest Ribbon,Bizen,MIB,4975490
129,Karnak Castle Chest Shuriken,Forged,,4975490
130,Karnak Castle Chest Elf Cape,Kodachi,,4975490
131,Karnak Castle Chest Guardian,Silver Armlet,MIB,4975490
132,Karnak Town Barrel Fire Rod,Water Scroll,,4975490
133,Steamship Chest Cabin,Bard's Surplice,,4975490
134,Steamship Chest Phoenix Down,Thief's Glove,,4975490
135,Steamship Chest Elixir,Elf Cape,,4975490
136,Steamship Chest GrnBeret,Equip Shield,,4975490
137,Steamship Chest Thief's Glove,8000 gil,,4975490
138,Ancient Library Chest Ether,Sylph->Crbnkl->Phenix->Syldra,,4975490
139,Ancient Library Chest Phoenix Down,Life->Life2,,4975490
140,Ancient Library Chest Stealth Suit,9500 gil,,4975490
141,Jacole Cave Chest Shuriken,1000 gil,,4975490
142,Jacole Cave Chest Tent,300 gil,,4975490
143,Ruined City Chest Shuriken,100 gil,,4975490
144,Ruined City Chest Size,9000 gil,,4975490
145,Flying Lonka Ruins Chest Golden Armor,MgcSword Ability Progressive,,4975490
146,Flying Lonka Ruins Chest Elixir,Power Staff,,4975490
147,Flying Lonka Ruins Chest Phoenix Down,Thunder Scroll,,4975490
148,Flying Lonka Ruins Chest Golden Shield,Power->Vitality Song,,4975490
149,Steamship Chest Mythril Glove,10000 gil,,4975490
150,Steamship Chest Full Moon,5000 gil,,4975490
151,Flying Lonka Ruins Chest Hi-Potion,Slow->Stop->Slow2,,4975490
152,Flying Lonka Ruins Chest 5000,Black Ability Progressive,,4975490
153,Flying Lonka Ruins Chest Shuriken,Epee Sword,,4975490
154,Flying Lonka Ruins Chest Ancient Sword,2000 gil,,4975490
155,Flying Lonka Ruins Chest Full Moon,150 gil,,4975490
156,Flying Lonka Ruins Chest Power Wrist,Leather Shield,,4975490
157,Flying Lonka Ruins Chest Ether,1000 gil,,4975490
158,Flying Lonka Ruins Chest Cabin,Vampire->MindBlst->WhiteWind,,4975490
159,Exdeath's Castle Chest Ether,Power Wrist,,4975490
160,Exdeath's Castle Chest Diamond Shield,L4Qrter->L3Flare->L2Old->L5Doom,,4975490
161,Exdeath's Castle Chest Ice Shield,Bolt Sword Magic Progressive,,4975490
162,Exdeath's Castle Chest Elixir,Black Ability Progressive,,4975490
163,Exdeath's Castle Chest Gale Bow,Summon Ability Progressive,,4975490
164,Exdeath's Castle Chest IceBrand,Equip Katana,,4975490
165,Exdeath's Castle Chest Kotetsu,Agility,,4975490
166,Exdeath's Castle Chest 9900,15000 gil,,4975490
167,Exdeath's Castle Chest 8000,Dagger,,4975490
168,Exdeath's Castle Chest DblLance,Whip,,4975490
169,Exdeath's Castle Chest Partisan,Magic Lamp,,4975490
170,Exdeath's Castle Chest Pinwheel,Scan->Charm->Holy,,4975490
171,Moogle Cave Chest 4400,Conjure,,4975490
172,Moogle Cave Chest Phoenix Down,Scan->Charm->Holy,,4975490
173,Moogle Village Chest Cabin,TurtleShell,,4975490
174,Moogle Village Chest Dancing Dagger,Tinkerbell,,4975490
175,Moogle Village Chest 1,Observe,,4975490
176,Moogle Village Chest 10000,Judgement Staff,,4975490
177,Moogle Village Chest Phoenix Down,Shiva->Ramuh->Ifrit->Bahmut,,4975490
178,Moogle Village Chest Ether,12000 gil,,4975490
179,Moogle Village Chest Elf Cape,Full Moon,,4975490
180,Bal Castle Chest Angel Gwn,5000 gil,,4975490
181,Bal Castle Chest Hero Drink,Hero Drink,,4975490
182,Bal Castle Chest Exit,490 gil,,4975490
183,Hiryuu Valley Skull Bone Mail,9900 gil,,4975490
184,Hiryuu Valley Chest 5000,Magic->Love@Song,,4975490
185,Hiryuu Valley Chest Cabin,2000 gil,,4975490
186,Hiryuu Valley Chest 7000,Kodachi,,4975490
187,Hiryuu Valley Chest Coronet,Armor->Shell->Wall->Dispel,,4975490
188,Hiryuu Valley Chest Air Blade,Killer Bow,,4975490
189,Hiryuu Valley Chest Phoenix Down,Ice Sword Magic Progressive,,4975490
190,Surgate Castle Chest 5000,2000 gil,,4975490
191,Surgate Castle Chest Float,Geomancer Job Crystal,,4975490
192,Barrier Tower Chest Drain Sword,Crystal Helm,MIB,4975490
193,Barrier Tower Chest 9000,1000 gil,,4975490
194,Barrier Tower Chest 18000,Broadsword,,4975490
195,Barrier Tower Chest Gold Hairpin,Rod,MIB,4975490
196,Mua Town Barrel Guardian,L4Qrter->L3Flare->L2Old->L5Doom,,4975490
197,Mua Forest Chest 2500,1000 gil,,4975490
198,Mua Forest Chest Ether,Bizen,,4975490
199,Mua Forest Chest 4900,Comet->Meteo,,4975490
200,Mua Forest Chest Phoenix Down,Power Drink,,4975490
201,Mua Forest Chest 9500,Aero Blue Magic Progressive,,4975490
202,Mua Forest Chest Soot,Haste->Exit->Hast2->Quick,,4975490
203,Mua Forest Chest Flametongue,Flametongue,,4975490
204,Mua Forest Chest Cabin,Counter,,4975490
205,Mua Forest Chest Giant Drink,Giant Drink,,4975490
206,Mua Forest Chest Elixir,Gold Hairpin,,4975490
207,Mua Forest Chest Morning Star,Elf Cape,,4975490
208,Solitary Island Chest Ether,Flame Ring,,4975490
209,Solitary Island Chest DragonFang,Tricorn Hat,,4975490
210,Pyramid Chest Elixir,Fire Sword Magic Progressive,,4975490
211,Pyramid Chest Black Robe,Ether,MIB,4975490
212,Pyramid Chest Thornlet,490 gil,,4975490
213,Pyramid Chest DarkMatter,Ramuh,MIB,4975490
214,Pyramid Chest Crystal Armor,Black Robe,MIB,4975490
215,Pyramid Chest Cursed Ring,Tent,MIB,4975490
216,Pyramid Chest Ice Shield,Lillith Rod,MIB,4975490
217,Pyramid Chest Flame Shield,RisingSun,MIB,4975490
218,Pyramid Chest White Robe,Mirage Vest,MIB,4975490
219,Pyramid Chest DarkSuit,Giant's Gloves,,4975490
220,Pyramid Chest 9000,Javelin,MIB,4975490
221,Pyramid Chest 8000,Guardian,MIB,4975490
222,Pyramid Chest Earth Hammer,DarkMatter,,4975490
223,Pyramid Chest 10000,Running Shoes,,4975490
224,Pyramid Chest Cabin,HiPotion,,4975490
225,Pyramid Chest 12000,HP +X%,,4975490
226,Pyramid Chest Guard Ring,Water Scroll,,4975490
227,Pyramid Chest Ribbon,IceBrand,,4975490
228,Pyramid Chest Gold Hairpin,Power Wrist,MIB,4975490
229,Solitary Island Chest 12000,Dancing Dagger,MIB,4975490
230,Solitary Island Chest Hi-Potion,GilToss,,4975490
231,Solitary Island Chest Protect Drink,????->Fusion->Exploder->DrkShock,,4975490
232,Solitary Island Chest BeastKiller,Venom Axe,MIB,4975490
233,Solitary Island Chest RisingSun,Air Blade,,4975490
234,Solitary Island Chest Guard Ring,Diamond Armlet,,4975490
235,Solitary Island Chest Crystal Helm,Black Ability Progressive,,4975490
236,Solitary Island Chest 9000,Shuriken,,4975490
237,Solitary Island Chest Elixir,Artemis Bow,,4975490
238,Solitary Island Chest DarkMatter,Tricorn Hat,,4975490
239,Solitary Island Chest Circlet,Fire Black Magic Progressive,,4975490
240,Fork Tower L. Chest Ether,Sasuke,,4975490
241,Fork Tower L. Chest Wonder Wand,Tricorn Hat,,4975490
242,Fork Tower R. Chest Hi-Potion,Comet->Meteo,,4975490
243,Fork Tower R. Chest Defender Sword,12000 gil,,4975490
244,Great Trench Chest Water Scroll,12000 gil,,4975490
245,Great Trench Chest Flame Ring,Mythril Spear,,4975490
246,Great Trench Chest DragonFang,4900 gil,,4975490
247,Great Trench Chest Ether,Fire Bow,,4975490
248,Great Trench Chest Phoenix Down,Ancient Sword,,4975490
249,Great Trench Chest Kaiser Knuckles,Slow->Stop->Slow2,,4975490
250,Istory Falls Chest Ether,GbnPnch->Emision->Missle->Blwfsh,,4975490
251,Istory Falls Chest TurtleShell,Sleep->Psych->Doom,,4975490
252,Istory Falls Chest Air Lance,Analyze,,4975490
253,Istory Falls Chest Giant Drink,Antdt->Image->Heal,,4975490
254,Istory Falls Chest RuneEdge,Ribbon,,4975490
255,Istory Falls Chest Guard Ring,Guard Ring,,4975490
256,Istory Falls Chest Wall Ring,Condemn->Roulette->AquaRake,,4975490
257,Istory Falls Chest Phoenix Down,5000 gil,,4975490
258,Istory Falls Chest Enhancer,5000 gil,,4975490
259,Istory Falls Chest 12000,Thief's Glove,,4975490
260,Istory Falls Chest Artemis Bow,Artemis Bow,,4975490
261,Istory Falls Chest Pinwheel,Chicken Knife,,4975490
262,Istory Falls Chest Aegis Shield,Coronet,,4975490
263,Istory Falls Chest Giant's Axe,Aero Blue Magic Progressive,,4975490
264,Phoenix Tower Pot 5000,Mythril Knife,MIB,4975490
265,Phoenix Tower Pot Phoenix Down,RegalCut,,4975490
266,Phoenix Tower Pot 10000,Ether,MIB,4975490
267,Phoenix Tower Pot 15000,LuckMallet,MIB,4975490
268,Phoenix Tower Pot 20000,Knife,MIB,4975490
269,Phoenix Tower Pot Avis Killer,Mythril Knife,,4975490
270,Phoenix Tower Pot 25000,Mythril Staff,,4975490
271,Mirage Village Barrel Thief Knife,Coral Sword,,4975490
272,Rift (Ruins) Chest Ether,1000 gil,,4975490
273,Rift (Ruins) Chest Cabin,Knife,,4975490
274,Rift (Ruins) Chest Elixir,Pinwheel,,4975490
275,Rift (Ruins) Chest DarkMatter,Elven Bow,,4975490
276,Rift (Ruins) Chest Drain Sword,Cover,,4975490
277,Rift (Forest) Chest DragonFang,Gaia Gear,,4975490
278,Rift (Forest) Chest Ribbon,Thunder Rod,,4975490
279,Rift (Forest) Chest Enhancer,Diamond Shield,,4975490
280,Rift (Forest) Chest Lillith Rod,White Ability Progressive,,4975490
281,Rift (Cave) Chest Angel Ring,Cure White Magic Progressive,,4975490
282,Rift (Cave) Chest Coral Ring,25000 gil,,4975490
283,Rift (Castle) Chest Thor Hammer,HP +X%,,4975490
284,Rift (Castle) Chest Running Shoes,Vampire->MindBlst->WhiteWind,,4975490
285,Rift (Castle) Chest Red Shoes,Toad->Bio->Flare,,4975490
286,Rift (Castle) Chest Rainbow Dress,10000 gil,,4975490
287,Rift (Castle) Chest ManEater,9000 gil,,4975490
288,The Void Chest Pinwheel,Combine,,4975490
289,The Void Chest Elixir,9000 gil,,4975490
290,The Void Chest Ragnarok,Ice Bow,MIB,4975490
291,Byblos New,Excailbur,,4975490
292,WingRaptor New,Enhancer,,4975490
293,Karlabos New,DarkSuit,,4975490
294,Magisa & Forza New,Yoichi Bow,,4975490
295,Galura New,Murasume,,4975490
296,Chim.Brain New,CornaJar,,4975490
297,Titan New,Avis Killer,,4975490
298,Gilgamesh 2 New,Judgement Staff,,4975490
299,Guardians New,Excailbur,,4975490
300,Carbunkle New,Judgement Staff,,4975490
301,Antlion New,Defender Sword,,4975490
302,Merugene New,Enhancer,,4975490
303,Odin New,Masamune,,4975490
304,"Triton, Neregeid & Phobos New",CornaJar,,4975490
305,Omniscient New,Masamune,,4975490
306,Minotauros New,Avis Killer,,4975490
307,Bahamut New,Rune Axe,,4975490
308,Shiva New,DoomCut,,4975490
0,Wind Crystal Knight,Speed->Requiem Song,,9604770
1,Wind Crystal BlueMage,Knight Job Crystal,,9604770
2,Wind Crystal BlackMage,Flame Ring,,9604770
3,Wind Crystal WhiteMage,Combine,,9604770
4,Wind Crystal Monk,Silver Plate,,9604770
5,Wind Crystal Thief,Fire Sword Magic Progressive,,9604770
6,Fire Crystal Mediator,Drain Sword,,9604770
7,Fire Crystal Geomancer,IceBrand,,9604770
8,Fire Crystal Ninja,Eyedrop,,9604770
9,Black Choco Crystals Bard,WhiteMage Job Crystal,,9604770
10,Black Choco Crystals Hunter,Armor->Shell->Wall->Dispel,,9604770
11,Earth Crystal Samurai,Kotetsu,,9604770
12,Earth Crystal Dragoon,GuardOff->Hammer->MghtyGrd,,9604770
13,Earth Crystal Chemist,Condemn->Roulette->AquaRake,,9604770
14,Earth Crystal Dancer,Scan->Charm->Holy,,9604770
15,Leviathan Esper Levia,Phoenix Down,,9604770
16,Titan Titan,Battle Axe,,9604770
17,Carbuncle Crbnkl,Black Ability Progressive,,9604770
18,Syldra Syldra,Ice Black Magic Progressive,,9604770
19,Odin Odin,Dagger,,9604770
20,Phoenix Phenix,Bronze Shield,,9604770
21,Bahamut Bahmut,Regen->Float->Reset->Xzone,,9604770
22,Life (or Strength) Song from Crescent Town bard Vitality,DragonFang,,9604770
23,Temptation Song at Lix Charm,Iron Shield,,9604770
24,Love Song at Istory Love,Chocob->Titan->Golem->Odin,,9604770
25,Requiem Song at Kelb Requiem,Hide,,9604770
26,Speed Song at Surgate Speed,Potion,,9604770
27,Magic Song at Ancient Library Magic,HP +X%,,9604770
28,Power Song from Crescent Town Power,Excalibur,,9604770
29,Hero Song from Crescent Town Hero,Pinwheel,,9604770
30,"Fork Tower, two Magics Holy",TimeMage Job Crystal,,9604770
31,"Fork Tower, two Magics Flare",Ninja Job Crystal,,9604770
32,Meteo Meteo,OmegaMedl,,9604770
33,"5 potions in Wind Shrine, bottom left guy Potion",MgcSword Ability Progressive,,9604770
34,"8 potions, Pirate after Torna Canal Key acquired Potion",Guard Ring,,9604770
35,Chancellor at Tycoon Healing Staff,Pray,,9604770
36,Magisa & Forza Mythril Helm,Genji Armor,,9604770
37,CornaJar at Kelb CornaJar,Crystal Armor,,9604770
38,Ribbon from girl in Rugor Ribbon,Equip Spears,,9604770
39,Mirage Vest from Chocobo Tour/Mirage Village Mirage Vest,Escape,,9604770
40,12 Kuzar Events Assassin,Smoke,,9604770
41,12 Kuzar Events Apollo's Harp,Charm->Hero@Song,,9604770
42,12 Kuzar Events Excalibur,Summon Ability Progressive,,9604770
43,12 Kuzar Events Flame Whip,HP +X%,,9604770
44,12 Kuzar Events Earth Bell,2-Handed,,9604770
45,12 Kuzar Events Holy Lance,Diamond Armor,,9604770
46,12 Kuzar Events Masamune,White Ability Progressive,,9604770
47,12 Kuzar Events Wizard Rod,Circlet,,9604770
48,12 Kuzar Events Rune Axe,MgcSword Ability Progressive,,9604770
49,12 Kuzar Events Sage's Staff,Cure White Magic Progressive,,9604770
50,12 Kuzar Events Sasuke,Hero Drink,,9604770
51,12 Kuzar Events Yoichi Bow,Soft,,9604770
52,Shiva Shiva,Avis Killer,,9604770
53,Ifrit Ifrit,Regen->Float->Reset->Xzone,,9604770
54,Water Crystal Samurai,Leather Armor,,9604770
55,Water Crystal Berserker,HP +X%,,9604770
56,Water Crystal MysticKnight,Bolt Black Magic Progressive,,9604770
57,Water Crystal TimeMage,Aero Blue Magic Progressive,,9604770
58,Water Crystal Summoner,Rune Axe,,9604770
59,Brave Blade Brave Blade,Dance,,9604770
60,Chicken Knife Chicken Knife,Chicken Knife,,9604770
61,Tycoon Castle Cabin Cabin,Equip Axes,,9604770
62,Walse Tower Chest GoGo,Dagger,,9604770
63,Pyramid Top Pyramid Tablet,Orialcon,,9604770
64,Toad Event Toad,Thunder Whip,,9604770
65,Aegis Shield Chest Aegis Shield,IceBrand,,9604770
66,Lone Wolf Barrel Cabin,Mute->Size->Bersk,,9604770
67,Lone Wolf Chest Thunder Whip,Diamond Armor,,9604770
68,Moat Item Epee,Wizard Rod,,9604770
69,Shop Backdoor Lamia Harp,Earth Bell,,9604770
70,Top of the Falls Magic Lamp,RisingSun,,9604770
71,Wind Shrine Chest Broadsword,Jump,,9604770
72,Beginner's House Chest Ether,Ice Sword Magic Progressive,,9604770
73,Beginner's House Chest 100,Brave Blade,,9604770
74,Beginner's House Chest Potion,Red Shoes,,9604770
75,Beginner's House Chest Phoenix Down,Angel Gwn,,9604770
76,Beginner's House Chest Tent,Magic Lamp,,9604770
77,Beginner's House Chest Leather Shoes,Bandana,,9604770
78,Pirate's Cave Chest Leather Cap,Bolt Sword Magic Progressive,,9604770
79,Pirate's Cave Chest Tent,DiamndPlt,,9604770
80,Pirate's Cave Chest Ether,5000 gil,,9604770
81,Pirate's Cave Chest 300,Slow->Stop->Slow2,,9604770
82,Wind Shrine Chest Tent,Capture,,9604770
83,Wind Shrine Chest Leather Cap,100 gil,,9604770
84,Wind Shrine Chest Staff,Full Moon,,9604770
85,Tule Barrel 150,Chicken Knife,MIB,9604770
86,Tule Box Leather Shoes,Venom->Drain->Break Sword,,9604770
87,Tule Barrel Potion,????->Fusion->Exploder->DrkShock,,9604770
88,Tule Box Tent,Berserk,,9604770
89,Tule Bush Phoenix Down,Tame,,9604770
90,Ship Graveyard Chest Flail,8000 gil,,9604770
91,Ship Graveyard Chest Phoenix Down,Elven Bow,,9604770
92,Ship Graveyard Chest Tent,4900 gil,,9604770
93,Ship Graveyard Box 990,Iron Helm,,9604770
94,Ship Graveyard Chest Potion,2500 gil,,9604770
95,Ship Graveyard Chest Antidote,Armor->Shell->Wall->Dispel,,9604770
96,Carwen Barrel Antidote,Antidote,,9604770
97,Carwen Box Ice Rod,Diamond Shield,,9604770
98,Carwen Pot 1000,990 gil,,9604770
99,North Mountain Chest Soft,300 gil,,9604770
100,North Mountain Chest Phoenix Down,Golden Armor,,9604770
101,Walse Town Pot Glasses,Glasses,,9604770
102,Tycoon Castle Pot Hi-Potion,Water Scroll,,9604770
103,Tycoon Castle Pot Ether,Dagger,,9604770
104,Tycoon Castle Barrel Elixir,Venom->Drain->Break,,9604770
105,Tycoon Castle Barrel Phoenix Down,Phoenix Down,,9604770
106,Tycoon Castle Barrel Cabin,Coral Sword,,9604770
107,Tycoon Castle Pot Elixir,12000 gil,,9604770
108,Tycoon Castle Pot Phoenix Down,Dimen Ability Progressive,,9604770
109,Tycoon Castle Pot Maiden's Kiss,Dragon's Whisker,,9604770
110,Tycoon Castle Chest Shuriken,ManEater,,9604770
111,Tycoon Castle Chest Giyaman,Giyaman,,9604770
112,Tycoon Castle Chest Katana,Void->Demi->Qrter->Old,,9604770
113,Walse Castle Chest Elf Cape,Dimen Ability Progressive,,9604770
114,Walse Castle Pot 1000,Whip,,9604770
115,Walse Castle Pot Drag,Thunder Scroll,,9604770
116,Walse Castle Box 490,Chocob->Titan->Golem->Odin,,9604770
117,Walse Castle Barrel Tent,Sylph->Crbnkl->Phenix->Syldra,,9604770
118,Walse Castle Barrel Phoenix Down,Venom->Drain->Break Sword,,9604770
119,Walse Tower Chest Silk robe,Thornlet,,9604770
120,Walse Tower Chest Maiden's Kiss,BlackMage Job Crystal,,9604770
121,Walse Tower Chest Silver Armlet,Broadsword,,9604770
122,Walse Tower Chest Ether,Tiger Mask,,9604770
123,Tycoon Meteor Chest Phoenix Down,Artemis Bow,,9604770
124,Karnak Castle Chest Gungnir,Whip,MIB,9604770
125,Karnak Castle Chest Thunder Scroll,Flail,MIB,9604770
126,Karnak Castle Chest 2000,Phoenix Down,MIB,9604770
127,Karnak Castle Chest Elixir,Ancient Sword,MIB,9604770
128,Karnak Castle Chest Ribbon,Silver Plate,MIB,9604770
129,Karnak Castle Chest Shuriken,Trident,MIB,9604770
130,Karnak Castle Chest Elf Cape,Genji Helm,MIB,9604770
